time	V(vout)	V(n002)
Step Information: X=1  (Run: 1/5)
4.750100000000000e-03	2.778939e-01	-2.944578e-01
4.750109999999998e-03	2.777621e-01	-2.703936e-01
4.750129999999998e-03	2.768307e-01	-1.989396e-01
4.750160000000000e-03	2.723929e-01	-5.243057e-02
4.750200000000000e-03	2.618038e-01	1.715167e-01
4.750204000000001e-03	2.598661e-01	1.914491e-01
4.750212000000000e-03	2.556534e-01	2.237254e-01
4.750227999999999e-03	2.459654e-01	2.636052e-01
4.750254813041137e-03	2.274307e-01	2.936308e-01
4.750283879715753e-03	2.055697e-01	3.034447e-01
4.750321245071337e-03	1.768958e-01	3.053758e-01
4.750374953723210e-03	1.379450e-01	3.056324e-01
4.750482371026956e-03	6.954142e-02	3.056142e-01
4.750637479529609e-03	-1.207023e-02	3.055845e-01
4.750794896336365e-03	-7.671724e-02	3.055592e-01
4.750973161270180e-03	-1.310462e-01	3.055350e-01
4.751199958631620e-03	-1.801974e-01	3.055091e-01
4.751470373363514e-03	-2.192477e-01	3.054829e-01
4.751796989602753e-03	-2.481252e-01	3.054559e-01
4.752180200485821e-03	-2.670025e-01	3.054278e-01
4.752650165606550e-03	-2.784404e-01	3.053963e-01
4.753228947564882e-03	-2.844124e-01	3.053595e-01
4.753986709890887e-03	-2.870445e-01	3.053125e-01
4.755017976389147e-03	-2.878808e-01	3.052493e-01
4.756580626190086e-03	-2.879780e-01	3.051539e-01
4.775419007224405e-03	-2.869057e-01	3.040070e-01
4.999900000000002e-03	-2.743089e-01	2.906594e-01
5.000000000000001e-03	-2.743034e-01	2.906534e-01
Step Information: X=2  (Run: 2/5)
0.000000000000000e+00	-2.020789e-01	2.872654e-01
9.999999998205888e-09	-2.020751e-01	2.632038e-01
2.999999999808711e-08	-2.020500e-01	1.917613e-01
5.999999999964367e-08	-2.019311e-01	4.528373e-02
9.999999999940612e-08	-2.016386e-01	-1.776486e-01
1.040000000007701e-07	-2.015944e-01	-1.985340e-01
1.120000000000287e-07	-2.014798e-01	-2.308040e-01
1.279999999985459e-07	-2.012133e-01	-2.706928e-01
1.547431247063413e-07	-2.006947e-01	-3.006757e-01
1.837701706884631e-07	-2.000631e-01	-3.105053e-01
2.210153739294618e-07	-1.991955e-01	-3.124544e-01
2.745808033340069e-07	-1.979137e-01	-3.127235e-01
1.024496815014986e-06	-1.802867e-01	-3.126815e-01
1.881543685508524e-06	-1.612581e-01	-3.126277e-01
3.595637426495601e-06	-1.264527e-01	-3.125203e-01
7.023824908466286e-06	-6.627655e-02	-3.123056e-01
1.156643623154846e-05	-1.011880e-03	-3.120215e-01
1.618634801790753e-05	5.092596e-02	-3.117329e-01
2.062849797390340e-05	8.849543e-02	-3.114557e-01
2.691544382435809e-05	1.271449e-01	-3.110641e-01
3.401417992442146e-05	1.571828e-01	-3.106226e-01
4.316595692724357e-05	1.815719e-01	-3.100544e-01
5.328914134549931e-05	1.971397e-01	-3.094273e-01
6.617815570428634e-05	2.071780e-01	-3.086308e-01
8.118719852311801e-05	2.122126e-01	-3.077060e-01
1.011871985231172e-04	2.142681e-01	-3.064779e-01
1.211871985231164e-04	2.143807e-01	-3.052544e-01
1.411871985231156e-04	2.137823e-01	-3.040358e-01
1.611871985231147e-04	2.129973e-01	-3.028221e-01
2.011871985231131e-04	2.113231e-01	-3.004092e-01
2.500999999999996e-04	2.092668e-01	-2.974833e-01
2.501100000000013e-04	2.092630e-01	-2.734228e-01
2.501300000000012e-04	2.092378e-01	-2.019816e-01
2.501599999999993e-04	2.091189e-01	-5.550324e-02
2.501999999999990e-04	2.088346e-01	1.683917e-01
2.502040000000004e-04	2.087821e-01	1.883199e-01
2.502119999999997e-04	2.086675e-01	2.205904e-01
2.502279999999982e-04	2.084009e-01	2.604571e-01
2.502548533980589e-04	2.078800e-01	2.905051e-01
2.502839434833648e-04	2.072468e-01	3.003137e-01
2.503213686284207e-04	2.063747e-01	3.022431e-01
2.503751466634598e-04	2.050876e-01	3.025067e-01
2.511280391539993e-04	1.873920e-01	3.024654e-01
2.519884877146134e-04	1.682937e-01	3.024132e-01
2.537093848358415e-04	1.333724e-01	3.023089e-01
2.571511790782979e-04	7.301272e-02	3.021003e-01
2.616896716493081e-04	7.883119e-03	3.018257e-01
2.663109340311012e-04	-4.400169e-02	3.015464e-01
2.707505259559630e-04	-8.159871e-02	3.012785e-01
2.767999536458440e-04	-1.190000e-01	3.009139e-01
2.838093559951703e-04	-1.490423e-01	3.004922e-01
2.927036056962554e-04	-1.733251e-01	2.999580e-01
3.027074521067090e-04	-1.892580e-01	2.993584e-01
3.152293879117793e-04	-1.995380e-01	2.986097e-01
3.299580335165316e-04	-2.048675e-01	2.977317e-01
3.492641506737983e-04	-2.071406e-01	2.965845e-01
3.692641506737974e-04	-2.073935e-01	2.954006e-01
3.892641506737966e-04	-2.068635e-01	2.942213e-01
4.092641506737958e-04	-2.061169e-01	2.930468e-01
4.492641506737942e-04	-2.045011e-01	2.907118e-01
5.000000000000004e-04	-2.024377e-01	2.877754e-01
5.000099999999986e-04	-2.024339e-01	2.637139e-01
5.000299999999985e-04	-2.024087e-01	1.922714e-01
5.000600000000001e-04	-2.022898e-01	4.579384e-02
5.000999999999999e-04	-2.020056e-01	-1.780965e-01
5.001040000000012e-04	-2.019532e-01	-1.980242e-01
5.001120000000005e-04	-2.018386e-01	-2.302942e-01
5.001279999999990e-04	-2.015720e-01	-2.701819e-01
5.001547486390562e-04	-2.010534e-01	-3.001681e-01
5.001837788381237e-04	-2.004217e-01	-3.099966e-01
5.002210330362668e-04	-1.995538e-01	-3.119447e-01
5.002746090934096e-04	-1.982718e-01	-3.122135e-01
5.010246738933917e-04	-1.806414e-01	-3.121716e-01
5.018818908076594e-04	-1.616093e-01	-3.121178e-01
5.035963246361949e-04	-1.267981e-01	-3.120106e-01
5.070251922932659e-04	-6.661272e-02	-3.117962e-01
5.115675847725647e-04	-1.354977e-03	-3.115126e-01
5.161875651187690e-04	5.058024e-02	-3.112244e-01
5.206295856397362e-04	8.815099e-02	-3.109477e-01
5.269049155239847e-04	1.267397e-01	-3.105574e-01
5.339992804180745e-04	1.567779e-01	-3.101169e-01
5.431384090154347e-04	1.811621e-01	-3.095505e-01
5.532556951740666e-04	1.967477e-01	-3.089247e-01
5.661265651580594e-04	2.067979e-01	-3.081306e-01
5.811216748310734e-04	2.118467e-01	-3.072082e-01
6.010899970088773e-04	2.139130e-01	-3.059840e-01
6.210899970088765e-04	2.140322e-01	-3.047625e-01
6.410899970088757e-04	2.134370e-01	-3.035459e-01
6.610899970088749e-04	2.126539e-01	-3.023341e-01
7.010899970088733e-04	2.109826e-01	-2.999251e-01
7.501000000000001e-04	2.089255e-01	-2.969981e-01
7.501100000000017e-04	2.089217e-01	-2.729376e-01
7.501300000000016e-04	2.088965e-01	-2.014963e-01
7.501599999999997e-04	2.087776e-01	-5.501800e-02
7.501999999999995e-04	2.084933e-01	1.688767e-01
7.502040000000008e-04	2.084409e-01	1.888049e-01
7.502120000000001e-04	2.083263e-01	2.210754e-01
7.502279999999986e-04	2.080596e-01	2.609431e-01
7.502548481716532e-04	2.075389e-01	2.909880e-01
7.502839352699041e-04	2.069057e-01	3.007977e-01
7.503213518834165e-04	2.060338e-01	3.027279e-01
7.503751198383625e-04	2.047470e-01	3.029918e-01
7.511278712075894e-04	1.870547e-01	3.029505e-01
7.519881584867084e-04	1.679596e-01	3.028982e-01
7.537087330449464e-04	1.330438e-01	3.027937e-01
7.571498821614224e-04	7.269282e-02	3.025849e-01
7.616885581608474e-04	7.556981e-03	3.023098e-01
7.663097574723103e-04	-4.433037e-02	3.020301e-01
7.707494692435896e-04	-8.192598e-02	3.017617e-01
7.768104109368811e-04	-1.193881e-01	3.013959e-01
7.838241421553767e-04	-1.494302e-01	3.009732e-01
7.927308220222785e-04	-1.737185e-01	3.004374e-01
8.027403919103580e-04	-1.896336e-01	2.998365e-01
8.152799324798628e-04	-1.999020e-01	2.990856e-01
8.300219536173763e-04	-2.052171e-01	2.982053e-01
8.493612202783545e-04	-2.074796e-01	2.970544e-01
8.693612202783536e-04	-2.077256e-01	2.958686e-01
8.893612202783528e-04	-2.071922e-01	2.946875e-01
9.093612202783520e-04	-2.064437e-01	2.935111e-01
9.493612202783504e-04	-2.048251e-01	2.911724e-01
1.000000000000001e-03	-2.027623e-01	2.882369e-01
1.000009999999999e-03	-2.027585e-01	2.641754e-01
1.000029999999999e-03	-2.027334e-01	1.927330e-01
1.000060000000001e-03	-2.026145e-01	4.625541e-02
1.000100000000000e-03	-2.023303e-01	-1.776352e-01
1.000104000000002e-03	-2.022778e-01	-1.975629e-01
1.000112000000001e-03	-2.021632e-01	-2.298329e-01
1.000127999999999e-03	-2.018967e-01	-2.697196e-01
1.000154753627778e-03	-2.013779e-01	-2.997087e-01
1.000183786679314e-03	-2.007461e-01	-3.095363e-01
1.000221049015194e-03	-1.998781e-01	-3.114835e-01
1.000274634687392e-03	-1.985958e-01	-3.117520e-01
1.001024834098186e-03	-1.809623e-01	-3.117101e-01
1.001882204853376e-03	-1.619270e-01	-3.116565e-01
1.003596946363761e-03	-1.271106e-01	-3.115494e-01
1.007026429384526e-03	-6.691692e-02	-3.113353e-01
1.011568625086796e-03	-1.665427e-03	-3.110520e-01
1.016188667362947e-03	5.026742e-02	-3.107643e-01
1.020630570928785e-03	8.783933e-02	-3.104880e-01
1.026895368800931e-03	1.263729e-01	-3.100990e-01
1.033985770650867e-03	1.564114e-01	-3.096594e-01
1.043113435897056e-03	1.807912e-01	-3.090945e-01
1.053225379700654e-03	1.963928e-01	-3.084700e-01
1.066079815621495e-03	2.064538e-01	-3.076780e-01
1.081062312026648e-03	2.115156e-01	-3.067577e-01
1.100999200916712e-03	2.135916e-01	-3.055373e-01
1.120999200916711e-03	2.137168e-01	-3.043176e-01
1.140999200916711e-03	2.131246e-01	-3.031027e-01
1.160999200916710e-03	2.123432e-01	-3.018928e-01
1.200999200916708e-03	2.106745e-01	-2.994872e-01
1.250100000000001e-03	2.086167e-01	-2.965592e-01
1.250110000000002e-03	2.086129e-01	-2.724985e-01
1.250130000000002e-03	2.085877e-01	-2.010573e-01
1.250160000000000e-03	2.084688e-01	-5.457895e-02
1.250200000000000e-03	2.081845e-01	1.693156e-01
1.250204000000001e-03	2.081320e-01	1.892437e-01
1.250212000000001e-03	2.080175e-01	2.215142e-01
1.250227999999999e-03	2.077508e-01	2.613829e-01
1.250254843441961e-03	2.072302e-01	2.914250e-01
1.250283927837006e-03	2.065971e-01	3.012355e-01
1.250321336729733e-03	2.057254e-01	3.031666e-01
1.250375095562951e-03	2.044388e-01	3.034307e-01
1.251127719228019e-03	1.867494e-01	3.033894e-01
1.251987860559522e-03	1.676573e-01	3.033370e-01
1.253708143222530e-03	1.327465e-01	3.032324e-01
1.257148708548549e-03	7.240338e-02	3.030233e-01
1.261687551522582e-03	7.261869e-03	3.027478e-01
1.266308693679174e-03	-4.462779e-02	3.024677e-01
1.270748514021543e-03	-8.222213e-02	3.021990e-01
1.276819853001352e-03	-1.197391e-01	3.018320e-01
1.283837493339251e-03	-1.497811e-01	3.014084e-01
1.292755402544168e-03	-1.740744e-01	3.008712e-01
1.302770146207013e-03	-1.899733e-01	3.002692e-01
1.315325600653752e-03	-2.002313e-01	2.995162e-01
1.330079718959681e-03	-2.055333e-01	2.986339e-01
1.349448974990813e-03	-2.077863e-01	2.974796e-01
1.369448974990813e-03	-2.080260e-01	2.962920e-01
1.389448974990812e-03	-2.074895e-01	2.951092e-01
1.409448974990811e-03	-2.067394e-01	2.939311e-01
1.449448974990809e-03	-2.051183e-01	2.915891e-01
1.500000000000001e-03	-2.030561e-01	2.886545e-01
1.500010000000000e-03	-2.030523e-01	2.645930e-01
1.500029999999999e-03	-2.030271e-01	1.931507e-01
1.500060000000001e-03	-2.029082e-01	4.667306e-02
1.500100000000001e-03	-2.026240e-01	-1.772177e-01
1.500104000000002e-03	-2.025716e-01	-1.971454e-01
1.500112000000001e-03	-2.024570e-01	-2.294155e-01
1.500128000000000e-03	-2.021904e-01	-2.693013e-01
1.500154758141019e-03	-2.016716e-01	-2.992931e-01
1.500183793773098e-03	-2.010397e-01	-3.091198e-01
1.500221063471349e-03	-2.001715e-01	-3.110662e-01
1.500274657842471e-03	-1.988890e-01	-3.113345e-01
1.501024979038163e-03	-1.812527e-01	-3.112926e-01
1.501882488976095e-03	-1.622145e-01	-3.112391e-01
1.503597508851959e-03	-1.273934e-01	-3.111321e-01
1.507027548603688e-03	-6.719217e-02	-3.109182e-01
1.511569567273208e-03	-1.946323e-03	-3.106354e-01
1.516189665498636e-03	4.998438e-02	-3.103480e-01
1.520631463372734e-03	8.755735e-02	-3.100721e-01
1.526886714241855e-03	1.260410e-01	-3.096842e-01
1.533973523895622e-03	1.560797e-01	-3.092453e-01
1.543090801816811e-03	1.804554e-01	-3.086818e-01
1.553197907430037e-03	1.960717e-01	-3.080585e-01
1.566037460374745e-03	2.061425e-01	-3.072685e-01
1.581008539335019e-03	2.112160e-01	-3.063501e-01
1.600916982624188e-03	2.133007e-01	-3.051331e-01
1.620916982624187e-03	2.134315e-01	-3.039150e-01
1.640916982624186e-03	2.128420e-01	-3.027017e-01
1.660916982624185e-03	2.120621e-01	-3.014933e-01
1.700916982624184e-03	2.103958e-01	-2.990910e-01
1.750100000000001e-03	2.083372e-01	-2.961619e-01
1.750110000000003e-03	2.083334e-01	-2.721013e-01
1.750130000000003e-03	2.083083e-01	-2.006599e-01
1.750160000000001e-03	2.081894e-01	-5.418167e-02
1.750200000000000e-03	2.079051e-01	1.697127e-01
1.750204000000002e-03	2.078526e-01	1.896408e-01
1.750212000000001e-03	2.077380e-01	2.219113e-01
1.750228000000000e-03	2.074714e-01	2.617808e-01
1.750254839161382e-03	2.069508e-01	2.918204e-01
1.750283921109819e-03	2.063178e-01	3.016317e-01
1.750321323015783e-03	2.054463e-01	3.035636e-01
1.750375073593598e-03	2.041599e-01	3.038279e-01
1.751127581683005e-03	1.864732e-01	3.037865e-01
1.751987590928043e-03	1.673838e-01	3.037341e-01
1.753707609418113e-03	1.324775e-01	3.036294e-01
1.757147646398255e-03	7.214148e-02	3.034200e-01
1.761686641276430e-03	6.994835e-03	3.031442e-01
1.766307731642099e-03	-4.489690e-02	3.028637e-01
1.770747650341301e-03	-8.249010e-02	3.025946e-01
1.776828379995824e-03	-1.200566e-01	3.022265e-01
1.783849551087416e-03	-1.500985e-01	3.018022e-01
1.792777606329225e-03	-1.743962e-01	3.012637e-01
1.802797027286578e-03	-1.902807e-01	3.006606e-01
1.815366868426180e-03	-2.005291e-01	2.999057e-01
1.830131928159347e-03	-2.058194e-01	2.990217e-01
1.849528315061126e-03	-2.080638e-01	2.978642e-01
1.869528315061125e-03	-2.082978e-01	2.966752e-01
1.889528315061124e-03	-2.077586e-01	2.954909e-01
1.909528315061124e-03	-2.070069e-01	2.943112e-01
1.949528315061122e-03	-2.053835e-01	2.919661e-01
2.000000000000002e-03	-2.033219e-01	2.890323e-01
2.000010000000000e-03	-2.033181e-01	2.649709e-01
2.000030000000000e-03	-2.032929e-01	1.935286e-01
2.000059999999998e-03	-2.031740e-01	4.705096e-02
2.000099999999998e-03	-2.028898e-01	-1.768400e-01
2.000103999999999e-03	-2.028373e-01	-1.967677e-01
2.000111999999998e-03	-2.027228e-01	-2.290378e-01
2.000127999999997e-03	-2.024562e-01	-2.689228e-01
2.000154762224156e-03	-2.019373e-01	-2.989170e-01
2.000183800190816e-03	-2.013054e-01	-3.087429e-01
2.000221076550030e-03	-2.004369e-01	-3.106886e-01
2.000274678791325e-03	-1.991543e-01	-3.109567e-01
2.001025110169453e-03	-1.815154e-01	-3.109149e-01
2.001882746030168e-03	-1.624747e-01	-3.108613e-01
2.003598017751598e-03	-1.276493e-01	-3.107544e-01
2.007028561194456e-03	-6.744125e-02	-3.105408e-01
2.011570420507206e-03	-2.200482e-03	-3.102583e-01
2.016190569286515e-03	4.972828e-02	-3.099713e-01
2.020632271635660e-03	8.730220e-02	-3.096958e-01
2.026878869837330e-03	1.257405e-01	-3.093088e-01
2.033962423963576e-03	1.557794e-01	-3.088708e-01
2.043070290831849e-03	1.801515e-01	-3.083085e-01
2.053173015195614e-03	1.957809e-01	-3.076862e-01
2.065999090924291e-03	2.058606e-01	-3.068980e-01
2.080959835260195e-03	2.109448e-01	-3.059814e-01
2.100842536918387e-03	2.130375e-01	-3.047673e-01
2.120842536918386e-03	2.131733e-01	-3.035507e-01
2.140842536918385e-03	2.125862e-01	-3.023389e-01
2.160842536918384e-03	2.118077e-01	-3.011319e-01
2.200842536918383e-03	2.101436e-01	-2.987325e-01
2.250099999999998e-03	2.080844e-01	-2.958026e-01
2.250109999999996e-03	2.080806e-01	-2.717418e-01
2.250129999999996e-03	2.080555e-01	-2.003005e-01
2.250159999999998e-03	2.079365e-01	-5.382220e-02
2.250199999999997e-03	2.076523e-01	1.700720e-01
2.250203999999999e-03	2.075998e-01	1.900001e-01
2.250211999999998e-03	2.074852e-01	2.222705e-01
2.250227999999996e-03	2.072186e-01	2.621408e-01
2.250254835287804e-03	2.066981e-01	2.921781e-01
2.250283915022248e-03	2.060651e-01	3.019902e-01
2.250321310605530e-03	2.051937e-01	3.039227e-01
2.250375053713151e-03	2.039076e-01	3.041873e-01
2.251127457219844e-03	1.862232e-01	3.041459e-01
2.251987346941778e-03	1.671364e-01	3.040934e-01
2.253707126385649e-03	1.322341e-01	3.039885e-01
2.257146685273392e-03	7.190451e-02	3.037790e-01
2.261685818280190e-03	6.753205e-03	3.035028e-01
2.266306861725791e-03	-4.514042e-02	3.032220e-01
2.270746869507474e-03	-8.273260e-02	3.029526e-01
2.276836082257740e-03	-1.203438e-01	3.025836e-01
2.283860442938167e-03	-1.503856e-01	3.021586e-01
2.292797666786528e-03	-1.746873e-01	3.016188e-01
2.302821316583204e-03	-1.905586e-01	3.010148e-01
2.315404165018402e-03	-2.007985e-01	3.002583e-01
2.330179121315740e-03	-2.060782e-01	2.993726e-01
2.349600053673871e-03	-2.083149e-01	2.982123e-01
2.369600053673870e-03	-2.085437e-01	2.970218e-01
2.389600053673870e-03	-2.080020e-01	2.958361e-01
2.409600053673869e-03	-2.072490e-01	2.946551e-01
2.449600053673867e-03	-2.056236e-01	2.923073e-01
2.499999999999999e-03	-2.035624e-01	2.893742e-01
2.500010000000000e-03	-2.035586e-01	2.653129e-01
2.500030000000000e-03	-2.035334e-01	1.938706e-01
2.500059999999998e-03	-2.034145e-01	4.739290e-02
2.500099999999998e-03	-2.031303e-01	-1.764982e-01
2.500104000000000e-03	-2.030779e-01	-1.964260e-01
2.500111999999999e-03	-2.029633e-01	-2.286961e-01
2.500127999999997e-03	-2.026967e-01	-2.685803e-01
2.500154765918240e-03	-2.021777e-01	-2.985767e-01
2.500183805996994e-03	-2.015457e-01	-3.084019e-01
2.500221088382656e-03	-2.006772e-01	-3.103469e-01
2.500274697744411e-03	-1.993943e-01	-3.106148e-01
2.501025228809000e-03	-1.817531e-01	-3.105730e-01
2.501882978597103e-03	-1.627101e-01	-3.105195e-01
2.503598478173306e-03	-1.278808e-01	-3.104128e-01
2.507029477325715e-03	-6.766661e-02	-3.101994e-01
2.511571193121776e-03	-2.430447e-03	-3.099172e-01
2.516191387586134e-03	4.949655e-02	-3.096305e-01
2.520633003589491e-03	8.707135e-02	-3.093553e-01
2.526871760874683e-03	1.254686e-01	-3.089692e-01
2.533952365020638e-03	1.555077e-01	-3.085318e-01
2.543051706379463e-03	1.798764e-01	-3.079707e-01
2.553150463571057e-03	1.955179e-01	-3.073493e-01
2.565964335943933e-03	2.056056e-01	-3.065627e-01
2.580915726086836e-03	2.106994e-01	-3.056477e-01
2.600775133268438e-03	2.127993e-01	-3.044364e-01
2.620775133268437e-03	2.129396e-01	-3.032210e-01
2.640775133268436e-03	2.123548e-01	-3.020106e-01
2.660775133268435e-03	2.115776e-01	-3.008049e-01
2.700775133268433e-03	2.099154e-01	-2.984081e-01
2.750099999999998e-03	2.078556e-01	-2.954773e-01
2.750109999999997e-03	2.078518e-01	-2.714166e-01
2.750129999999996e-03	2.078267e-01	-1.999752e-01
2.750159999999998e-03	2.077078e-01	-5.349693e-02
2.750199999999998e-03	2.074235e-01	1.703971e-01
2.750203999999999e-03	2.073710e-01	1.903252e-01
2.750211999999998e-03	2.072565e-01	2.225956e-01
2.750227999999997e-03	2.069898e-01	2.624666e-01
2.750254831782321e-03	2.064694e-01	2.925018e-01
2.750283909513110e-03	2.058365e-01	3.023146e-01
2.750321299374862e-03	2.049652e-01	3.042477e-01
2.750375035722296e-03	2.036792e-01	3.045124e-01
2.751127344586362e-03	1.859971e-01	3.044710e-01
2.751987126145296e-03	1.669124e-01	3.044185e-01
2.753706689263162e-03	1.320139e-01	3.043135e-01
2.757145815498893e-03	7.169009e-02	3.041038e-01
2.761685074045953e-03	6.534562e-03	3.038273e-01
2.766306074986926e-03	-4.536076e-02	3.035462e-01
2.770746163450178e-03	-8.295201e-02	3.032765e-01
2.776843040623478e-03	-1.206037e-01	3.029066e-01
2.783870283143978e-03	-1.506454e-01	3.024810e-01
2.792815793340012e-03	-1.749506e-01	3.019402e-01
2.802843266802472e-03	-1.908101e-01	3.013352e-01
2.815437876255423e-03	-2.010422e-01	3.005772e-01
2.830221784329567e-03	-2.063123e-01	2.996901e-01
2.849664923353756e-03	-2.085420e-01	2.985272e-01
2.869664923353756e-03	-2.087662e-01	2.973355e-01
2.889664923353755e-03	-2.082223e-01	2.961485e-01
2.909664923353754e-03	-2.074680e-01	2.949663e-01
2.949664923353752e-03	-2.058407e-01	2.926160e-01
2.999999999999999e-03	-2.037800e-01	2.896836e-01
3.000010000000001e-03	-2.037762e-01	2.656222e-01
3.000030000000001e-03	-2.037511e-01	1.941800e-01
3.000059999999999e-03	-2.036322e-01	4.770230e-02
3.000099999999999e-03	-2.033479e-01	-1.761890e-01
3.000104000000000e-03	-2.032955e-01	-1.961167e-01
3.000111999999999e-03	-2.031809e-01	-2.283869e-01
3.000127999999998e-03	-2.029143e-01	-2.682704e-01
3.000154769260376e-03	-2.023952e-01	-2.982687e-01
3.000183811249970e-03	-2.017632e-01	-3.080934e-01
3.000221099088062e-03	-2.008945e-01	-3.100377e-01
3.000274714892052e-03	-1.996115e-01	-3.103055e-01
3.001025336147906e-03	-1.819683e-01	-3.102638e-01
3.001883189011741e-03	-1.629231e-01	-3.102103e-01
3.003598894739411e-03	-1.280903e-01	-3.101036e-01
3.007030306194747e-03	-6.787053e-02	-3.098904e-01
3.011571892681829e-03	-2.638523e-03	-3.096085e-01
3.016192128436419e-03	4.928688e-02	-3.093221e-01
3.020633666383259e-03	8.686248e-02	-3.090471e-01
3.026865319332408e-03	1.252225e-01	-3.086619e-01
3.033943250724692e-03	1.552617e-01	-3.082251e-01
3.043034869638278e-03	1.796274e-01	-3.076650e-01
3.053130034840548e-03	1.952797e-01	-3.070444e-01
3.065932858039081e-03	2.053747e-01	-3.062593e-01
3.080875781660070e-03	2.104773e-01	-3.053457e-01
3.100714109063048e-03	2.125837e-01	-3.041369e-01
3.120714109063047e-03	2.127282e-01	-3.029228e-01
3.140714109063046e-03	2.121454e-01	-3.017135e-01
3.160714109063045e-03	2.113693e-01	-3.005090e-01
3.200714109063044e-03	2.097089e-01	-2.981145e-01
3.250099999999999e-03	2.076486e-01	-2.951835e-01
3.250108483090271e-03	2.076464e-01	-2.767439e-01
3.250125449270815e-03	2.076271e-01	-2.188873e-01
3.250159381631902e-03	2.074994e-01	-5.572365e-02
3.250199999999998e-03	2.072189e-01	1.704650e-01
3.250204061836810e-03	2.071657e-01	1.906748e-01
3.250212185510429e-03	2.070493e-01	2.233058e-01
3.250228432857667e-03	2.067782e-01	2.634621e-01
3.250255178056088e-03	2.062587e-01	2.930046e-01
3.250284401993757e-03	2.056220e-01	3.026522e-01
3.250321800512213e-03	2.047501e-01	3.045494e-01
3.250376175989802e-03	2.034486e-01	3.048069e-01
3.251137432676063e-03	1.855630e-01	3.047646e-01
3.252007440317502e-03	1.662719e-01	3.047114e-01
3.253747455600382e-03	1.310319e-01	3.046051e-01
3.257227486166140e-03	7.018255e-02	3.043927e-01
3.261770354752069e-03	5.245423e-03	3.041157e-01
3.266393608055043e-03	-4.642120e-02	3.038342e-01
3.270826960445620e-03	-8.375252e-02	3.035646e-01
3.276972169671190e-03	-1.214684e-01	3.031915e-01
3.284011203510597e-03	-1.513382e-01	3.027648e-01
3.293009538447862e-03	-1.755543e-01	3.022203e-01
3.303053358037621e-03	-1.912582e-01	3.016137e-01
3.315720893718867e-03	-2.013982e-01	3.008507e-01
3.330549548857052e-03	-2.065853e-01	2.999600e-01
3.350127103511492e-03	-2.087644e-01	2.987881e-01
3.370127103511492e-03	-2.089615e-01	2.975953e-01
3.390127103511491e-03	-2.084076e-01	2.964073e-01
3.410127103511490e-03	-2.076502e-01	2.952240e-01
3.450127103511488e-03	-2.060207e-01	2.928717e-01
3.500000000000000e-03	-2.039769e-01	2.899639e-01
3.500004152364046e-03	-2.039766e-01	2.845655e-01
3.500012457092139e-03	-2.039745e-01	2.654506e-01
3.500029066548328e-03	-2.039567e-01	2.031998e-01
3.500056697731558e-03	-2.038861e-01	6.941020e-02
3.500070629588570e-03	-2.038260e-01	-6.066478e-03
3.500072136285975e-03	-2.038170e-01	-1.462148e-02
3.500081176470410e-03	-2.037483e-01	-6.675443e-02
3.500099999999999e-03	-2.035593e-01	-1.767171e-01
3.500103616073773e-03	-2.035135e-01	-1.961976e-01
3.500108437505471e-03	-2.034473e-01	-2.178375e-01
3.500118080368868e-03	-2.032981e-01	-2.488096e-01
3.500137366095661e-03	-2.029508e-01	-2.826474e-01
3.500169092376017e-03	-2.022980e-01	-3.042981e-01
3.500198895344222e-03	-2.016251e-01	-3.093022e-01
3.500244563101523e-03	-2.005424e-01	-3.099630e-01
3.500312735318093e-03	-1.989044e-01	-3.100328e-01
3.501267146350066e-03	-1.766857e-01	-3.099687e-01
3.502357901815176e-03	-1.530681e-01	-3.099011e-01
3.504539412745394e-03	-1.108543e-01	-3.097655e-01
3.508902434605835e-03	-3.961600e-02	-3.094948e-01
3.513521890830155e-03	2.072516e-02	-3.092085e-01
3.518177694140499e-03	6.713118e-02	-3.089203e-01
3.523180402772549e-03	1.040779e-01	-3.086110e-01
3.529943211908762e-03	1.395818e-01	-3.081937e-01
3.537711170106594e-03	1.667497e-01	-3.077151e-01
3.547404541437562e-03	1.873347e-01	-3.071190e-01
3.558422799733677e-03	2.002217e-01	-3.064430e-01
3.572284008749663e-03	2.079392e-01	-3.055948e-01
3.588927938851388e-03	2.115549e-01	-3.045795e-01
3.608927938851387e-03	2.125964e-01	-3.033638e-01
3.628927938851386e-03	2.123368e-01	-3.021528e-01
3.648927938851385e-03	2.116458e-01	-3.009466e-01
3.668927938851384e-03	2.108426e-01	-2.997452e-01
3.750099999999999e-03	2.074614e-01	-2.949168e-01
3.750109999999997e-03	2.074576e-01	-2.708560e-01
3.750129999999997e-03	2.074324e-01	-1.994145e-01
3.750159999999999e-03	2.073135e-01	-5.293636e-02
3.750199999999999e-03	2.070292e-01	1.709574e-01
3.750204000000000e-03	2.069768e-01	1.908855e-01
3.750211999999999e-03	2.068622e-01	2.231558e-01
3.750227999999998e-03	2.065956e-01	2.630281e-01
3.750254825739558e-03	2.060753e-01	2.930597e-01
3.750283900016353e-03	2.054425e-01	3.028736e-01
3.750321280016015e-03	2.045714e-01	3.048079e-01
3.750375004710552e-03	2.032857e-01	3.050729e-01
3.751127150434068e-03	1.856073e-01	3.050314e-01
3.751986745546661e-03	1.665265e-01	3.049788e-01
3.753705935771845e-03	1.316343e-01	3.048737e-01
3.757144316222216e-03	7.132056e-02	3.046636e-01
